loc_pair,route,type,intersection,dist,abs_diff
15 12,15 12 walking,walking,15,0.6714393336663834,0
15 13,15 13 driving,driving,15,0.679507082505597,0
15 13,15 13 walking,walking,15,0.7184693781747242,0.038962295669127234
15 14,15 14 driving,driving,15,0.857568267255975,0.22557436599005332
15 14,15 14 walking,walking,15,0.6319939012659217,0
15 15,15 15 driving,driving,15,0.732193402380309,0
15 15,15 15 walking,walking,15,0.7323331705873124,1.3976820700334347e-4
15 16,15 16 driving,driving,15,0.7624694229302206,0
15 16,15 16 walking,walking,15,0.8265825217742822,0.06411309884406158
15 17,15 17 driving,driving,15,0.9646157308241281,0.040331803803458466
15 17,15 17 walking,walking,15,0.9242839270206696,0
15 18,15 18 driving,driving,15,0.9909304246206522,0
15 18,15 18 walking,walking,15,0.9911171519964529,1.8672737580072152e-4
15 19,15 19 driving,driving,15,1.0317339757472577,0.08088753082956368
15 19,15 19 walking,walking,15,0.950846444917694,0
15 20,15 20 driving,driving,15,1.1546009953477854,0.1094741507954271
15 20,15 20 walking,walking,15,1.0451268445523583,0
15 21,15 21 driving,driving,15,0.7292275232950903,0
15 21,15 21 walking,walking,15,0.8057626764147633,0.07653515311967296
15 22,15 22 driving,driving,15,1.0442777811781618,0.2527948489519263
15 22,15 22 walking,walking,15,0.7914829322262356,0
15 23,15 23 driving,driving,15,1.0901144944411225,0.19790896747549036
15 23,15 23 walking,walking,15,0.8922055269656322,0
15 24,15 24 driving,driving,15,0.8076275770077792,0.05186126579415007
15 24,15 24 walking,walking,15,0.7557663112136291,0
15 25,15 25 driving,driving,15,0.6341408291833988,0
15 25,15 25 walking,walking,15,0.6342705885812976,1.2975939789883206e-4
15 26,15 26 driving,driving,15,1.1918422884477582,0.2660212830049321
15 26,15 26 walking,walking,15,0.9258210054428261,0
15 27,15 27 driving,driving,15,0.7805648488665708,0
15 27,15 27 walking,walking,15,0.8229100167732933,0.04234516790672249
15 28,15 28 driving,driving,15,1.0677074538685127,0.09712214515892326
15 28,15 28 walking,walking,15,0.9705853087095895,0
15 29,15 29 driving,driving,15,1.2224625830511788,0.18500450182990713
15 29,15 29 walking,walking,15,1.0374580812212717,0
15 30,15 30 driving,driving,15,0.4555287502771854,0
15 30,15 30 walking,walking,15,0.4635420548546701,0.00801330457748467
15 31,15 31 driving,driving,15,1.1024571642081948,0.4992580005071392
15 31,15 31 walking,walking,15,0.6031991637010556,0
15 32,15 32 driving,driving,15,1.189099143730251,0.6624171956398103
15 32,15 32 walking,walking,15,0.5266819480904407,0
16 01,16 01 driving,driving,16,1.1865373362192302,0.08972638871384642
16 01,16 01 walking,walking,16,1.0968109475053838,0
16 02,16 02 driving,driving,16,1.2341329761212225,0.09171041081473597
16 02,16 02 walking,walking,16,1.1424225653064866,0
16 03,16 03 driving,driving,16,1.5374310217210694,0.3394937965198497
16 03,16 03 walking,walking,16,1.1979372252012197,0
16 04,16 04 driving,driving,16,1.5310081630648336,0.3784860486934267
16 04,16 04 walking,walking,16,1.1525221143714068,0
16 05,16 05 driving,driving,16,1.6099463237518234,0.46403940673501265
16 05,16 05 walking,walking,16,1.1459069170168108,0
16 06,16 06 driving,driving,16,1.2846840480642239,0.155934620477453
16 06,16 06 walking,walking,16,1.1287494275867709,0
16 07,16 07 driving,driving,16,1.263553873200081,0.2063243592427506
16 07,16 07 walking,walking,16,1.0572295139573304,0
16 08,16 08 driving,driving,16,1.3451579228773765,0.2748633016207367
16 08,16 08 walking,walking,16,1.0702946212566398,0
16 09,16 09 driving,driving,16,1.0153336170105864,0.0065587598622181
16 09,16 09 walking,walking,16,1.0087748571483683,0
16 10,16 10 driving,driving,16,1.3129671490050467,0.4034185421101899
16 10,16 10 walking,walking,16,0.9095486068948568,0
16 11,16 11 driving,driving,16,1.5129565264851008,0.40333293990735264
16 11,16 11 walking,walking,16,1.1096235865777482,0
16 12,16 12 driving,driving,16,1.466253750754687,0.4419110264744619
16 12,16 12 walking,walking,16,1.024342724280225,0
16 13,16 13 driving,driving,16,1.0131801393885425,0.034641700112796325
16 13,16 13 walking,walking,16,0.9785384392757461,0
16 14,16 14 driving,driving,16,1.5728246809764637,0.5207224088121831
16 14,16 14 walking,walking,16,1.0521022721642805,0
16 15,16 15 driving,driving,16,0.9604943573713121,0.03752009153112168
16 15,16 15 walking,walking,16,0.9229742658401904,0
16 16,16 16 driving,driving,16,0.9302177112142463,0
16 16,16 16 walking,walking,16,0.9357647647630511,0.005547053548804803
16 17,16 17 driving,driving,16,0.8487955320971269,0
16 17,16 17 walking,walking,16,0.8670867668734803,0.018291234776353416
16 18,16 18 driving,driving,16,0.8749598075351366,0.005096930665091981
16 18,16 18 walking,walking,16,0.8698628768700446,0
16 19,16 19 driving,driving,16,1.6467456981364788,0.3426665433632705
16 19,16 19 walking,walking,16,1.3040791547732082,0
16 20,16 20 driving,driving,16,1.3700936874921164,0.14064574775111338
16 20,16 20 walking,walking,16,1.229447939741003,0
16 21,16 21 driving,driving,16,1.3395572767667523,0.18067270332015717
16 21,16 21 walking,walking,16,1.1588845734465951,0
16 22,16 22 driving,driving,16,1.4446032340139072,0.2999838828581898
16 22,16 22 walking,walking,16,1.1446193511557174,0
16 23,16 23 driving,driving,16,1.4907843083958459,0.24470286990674306
16 23,16 23 walking,walking,16,1.2460814384891028,0
16 24,16 24 driving,driving,16,1.4180526454462652,0.24830743670203126
16 24,16 24 walking,walking,16,1.169745208744234,0
16 25,16 25 driving,driving,16,1.0585553158845573,0.07098376128543693
16 25,16 25 walking,walking,16,0.9875715545991204,0
16 26,16 26 driving,driving,16,0.65797801757942,0
16 26,16 26 walking,walking,16,0.6610155594104684,0.0030375418310484292
16 27,16 27 driving,driving,16,0.90600670376553,0.02588241105926481
16 27,16 27 walking,walking,16,0.8801242927062652,0
16 28,16 28 driving,driving,16,0.9521804250084679,0.19650458378706293
16 28,16 28 walking,walking,16,0.755675841221405,0
16 29,16 29 driving,driving,16,0.6887041314580036,0
16 29,16 29 walking,walking,16,0.6917197556534623,0.003015624195458755
16 30,16 30 driving,driving,16,1.0654010451151965,0.07462332481548284
16 30,16 30 walking,walking,16,0.9907777202997137,0
16 31,16 31 driving,driving,16,1.8264188786156759,0.732879826104007
16 31,16 31 walking,walking,16,1.0935390525116688,0
16 32,16 32 driving,driving,16,1.913060858137732,0.8178835906104251
16 32,16 32 walking,walking,16,1.0951772675273068,0
17 01,17 01 driving,driving,17,1.2248301587667656,0.2755548344282871
17 01,17 01 walking,walking,17,0.9492753243384785,0
17 02,17 02 driving,driving,17,1.1765809814508046,0.2723015728548902
17 02,17 02 walking,walking,17,0.9042794085959144,0
17 03,17 03 driving,driving,17,1.2309920252440778,0.4318650571714945
17 03,17 03 walking,walking,17,0.7991269680725833,0
17 04,17 04 driving,driving,17,1.224579797808696,0.47025461481406605
17 04,17 04 walking,walking,17,0.75432518299463,0
17 05,17 05 driving,driving,17,1.3035048102763993,0.45026189758824164
17 05,17 05 walking,walking,17,0.8532429126881577,0
17 06,17 06 driving,driving,17,1.175153154730395,0.2372584956110344
17 06,17 06 walking,walking,17,0.9378946591193607,0
17 07,17 07 driving,driving,17,1.2486410584782088,0.22266124229185413
17 07,17 07 walking,walking,17,1.0259798161863547,0
17 08,17 08 driving,driving,17,1.6360303003613543,0.49089976671452984
17 08,17 08 walking,walking,17,1.1451305336468245,0
17 09,17 09 driving,driving,17,1.3062059944945645,0.179958502545162
17 09,17 09 walking,walking,17,1.1262474919494025,0
17 10,17 10 driving,driving,17,1.1917916292386015,0.17991504141113657
17 10,17 10 walking,walking,17,1.011876587827465,0
17 11,17 11 driving,driving,17,0.9965475306165852,0.1574696583917976
17 11,17 11 walking,walking,17,0.8390778722247876,0
17 12,17 12 driving,driving,17,0.9498444714332734,0.12784297006106704
17 12,17 12 walking,walking,17,0.8220015013722064,0
17 13,17 13 driving,driving,17,1.1887409294336981,0.2550635465611617
17 13,17 13 walking,walking,17,0.9336773828725364,0
17 14,17 14 driving,driving,17,0.9515412340616617,0.14606151967930991
17 14,17 14 walking,walking,17,0.8054797143823518,0
17 15,17 15 driving,driving,17,1.241423867080295,0.2521522529069481
17 15,17 15 walking,walking,17,0.989271614173347,0
17 16,17 16 driving,driving,17,1.271701299555698,0.3115216784969841
17 16,17 16 walking,walking,17,0.9601796210587139,0
17 17,17 17 driving,driving,17,1.4738235906885397,0.3917785675114449
17 17,17 17 walking,walking,17,1.0820450231770948,0
17 18,17 18 driving,driving,17,1.4967601243413822,0.2827840830122934
17 18,17 18 walking,walking,17,1.2139760413290888,0
17 19,17 19 driving,driving,17,1.125642721220787,0.3293774539328629
17 19,17 19 walking,walking,17,0.796265267287924,0
17 20,17 20 driving,driving,17,1.2485087669979906,0.3293764801095387
17 20,17 20 walking,walking,17,0.9191322868884519,0
17 21,17 21 driving,driving,17,0.823147997445339,0.1953167831735494
17 21,17 21 walking,walking,17,0.6278312142717896,0
17 22,17 22 driving,driving,17,1.1381764002538854,0.49605493167324455
17 22,17 22 walking,walking,17,0.6421214685806409,0
17 23,17 23 driving,driving,17,1.184188412667364,0.49133464159773965
17 23,17 23 walking,walking,17,0.6928537710696244,0
17 24,17 24 driving,driving,17,0.7647441045626634,0.16997733452036923
17 24,17 24 walking,walking,17,0.5947667700422942,0
17 25,17 25 driving,driving,17,1.1433685320555045,0.20183702494210798
17 25,17 25 walking,walking,17,0.9415315071133965,0
17 26,17 26 driving,driving,17,2.0068742713571672,0.7258076597161172
17 26,17 26 walking,walking,17,1.28106661164105,0
17 27,17 27 driving,driving,17,1.2898006910889315,0.21011370960835563
17 27,17 27 walking,walking,17,1.0796869814805758,0
17 28,17 28 driving,driving,17,1.5742206585819667,0.38687411399551785
17 28,17 28 walking,walking,17,1.1873465445864488,0
17 29,17 29 driving,driving,17,1.798549492664531,0.492455939429963
17 29,17 29 walking,walking,17,1.3060935532345679,0
17 30,17 30 driving,driving,17,1.210199490857811,0.3280636172045629
17 30,17 30 walking,walking,17,0.8821358736532482,0
17 31,17 31 driving,driving,17,1.1964089286709811,0.4620359465333991
17 31,17 31 walking,walking,17,0.7343729821375821,0
17 32,17 32 driving,driving,17,1.2831232316145673,0.5635767618186285
17 32,17 32 walking,walking,17,0.7195464697959388,0
18 01,18 01 driving,driving,18,0.8698242746426534,0.3217965900276214
18 01,18 01 walking,walking,18,0.548027684615032,0
18 02,18 02 driving,driving,18,0.718637985178939,0.2146890907221094
18 02,18 02 walking,walking,18,0.5039488944568296,0
18 03,18 03 driving,driving,18,0.5610890858503913,0.16231102234648348
18 03,18 03 walking,walking,18,0.3987780635039078,0
18 04,18 04 driving,driving,18,0.554676889419567,0.19483572850074526
18 04,18 04 walking,walking,18,0.3598411609188218,0
18 05,18 05 driving,driving,18,0.6336018708827127,0.1748254728760228
18 05,18 05 walking,walking,18,0.4587763980066899,0
18 06,18 06 driving,driving,18,0.7175797736389453,0.17955035967860722
18 06,18 06 walking,walking,18,0.5380294139603381,0
18 07,18 07 driving,driving,18,0.7896097368301155,0.16456731378237832
18 07,18 07 walking,walking,18,0.6250424230477372,0
18 08,18 08 driving,driving,18,0.9081872172473751,0.16239989131113253
18 08,18 08 walking,walking,18,0.7457873259362425,0
18 09,18 09 driving,driving,18,0.9511556099368452,0.2193875051799168
18 09,18 09 walking,walking,18,0.7317681047569284,0
18 10,18 10 driving,driving,18,0.8367799713561735,0.2193875051799168
18 10,18 10 walking,walking,18,0.6173924661762568,0
18 11,18 11 driving,driving,18,0.6415368636209853,0.19693840255854617
18 11,18 11 walking,walking,18,0.4445984610624391,0
18 12,18 12 driving,driving,18,0.5947744385642908,0.16725695926789264
18 12,18 12 walking,walking,18,0.42751747929639816,0
18 13,18 13 driving,driving,18,0.8336503627904853,0.29444682015220336
18 13,18 13 walking,walking,18,0.539203542638282,0
18 14,18 14 driving,driving,18,0.59646142010095,0.18546572779440645
18 14,18 14 walking,walking,18,0.4109956923065436,0
18 15,18 15 driving,driving,18,0.8863396025997567,0.29158053875409773
18 15,18 15 walking,walking,18,0.594759063845659,0
18 16,18 16 driving,driving,18,0.9166171529932113,0.3509735728317198
18 16,18 16 walking,walking,18,0.5656435801614915,0
18 17,18 17 driving,driving,18,1.118769617952144,0.4312034450862384
18 17,18 17 walking,walking,18,0.6875661728659056,0
18 18,18 18 driving,driving,18,1.1414635288225745,0.3219713780483363
18 18,18 18 walking,walking,18,0.8194921507742382,0
18 19,18 19 driving,driving,18,0.45574166260895754,0.1623127392234754
18 19,18 19 walking,walking,18,0.29342892338548215,0
18 20,18 20 driving,driving,18,0.5786082888642288,0.1623127392234754
18 20,18 20 walking,walking,18,0.4162955496407534,0
18 21,18 21 driving,driving,18,0.9767859367494068,0.7434178155007896
18 21,18 21 walking,walking,18,0.23336812124861725,0
18 22,18 22 driving,driving,18,0.4682751777371907,0.2206308148315534
18 22,18 22 walking,walking,18,0.2476443629056373,0
18 23,18 23 driving,driving,18,0.5143051289799029,0.21532058970146745
18 23,18 23 walking,walking,18,0.29898453927843543,0
18 24,18 24 driving,driving,18,1.2706383444577622,0.9333619667662431
18 24,18 24 walking,walking,18,0.3372763776915192,0
18 25,18 25 driving,driving,18,0.7882841094682872,0.2412330670352908
18 25,18 25 walking,walking,18,0.5470510424329964,0
18 26,18 26 driving,driving,18,1.412544369599993,0.49990151360468127
18 26,18 26 walking,walking,18,0.9126428559953118,0
18 27,18 27 driving,driving,18,0.9347183751746576,0.24939898138717054
18 27,18 27 walking,walking,18,0.6853193937874871,0
18 28,18 28 driving,driving,18,1.2189621592278157,0.42637561054009165
18 28,18 28 walking,walking,18,0.792586548687724,0
18 29,18 29 driving,driving,18,1.4431646642034137,0.5312956523042826
18 29,18 29 walking,walking,18,0.9118690118991312,0
18 30,18 30 driving,driving,18,0.8555685762362691,0.283154687220183
18 30,18 30 walking,walking,18,0.5724138890160861,0
18 31,18 31 driving,driving,18,0.8501191258256043,0.4851337431150599
18 31,18 31 walking,walking,18,0.3649853827105444,0
18 32,18 32 driving,driving,18,0.9370945688888119,0.505540549956554
18 32,18 32 walking,walking,18,0.4315540189322579,0
19 01,19 01 driving,driving,19,0.5592408544978706,0.09936842517552485
19 01,19 01 walking,walking,19,0.4598724293223458,0
19 02,19 02 driving,driving,19,0.606836494399863,0.09936947710857225
19 02,19 02 walking,walking,19,0.5074670172912907,0
19 03,19 03 driving,driving,19,0.910134367959614,0.2513557396981213
19 03,19 03 walking,walking,19,0.6587786282614927,0
19 04,19 04 driving,driving,19,1.0148551057500494,0.3044337500200134
19 04,19 04 walking,walking,19,0.7104213557300361,0
19 05,19 05 driving,driving,19,1.0937968568470646,0.4438307290912554
19 05,19 05 walking,walking,19,0.6499661277558092,0
19 06,19 06 driving,driving,19,0.6573875663428643,0.11181911855571214
19 06,19 06 walking,walking,19,0.5455684477871522,0
19 07,19 07 driving,driving,19,0.6362573914787215,0.19973514069980253
19 07,19 07 walking,walking,19,0.436522250778919,0
19 08,19 08 driving,driving,19,0.5413144732032824,0.17487013404052865
19 08,19 08 walking,walking,19,0.36644433916275376,0
19 09,19 09 driving,driving,19,0.5859887532958218,0.12140349788202737
19 09,19 09 walking,walking,19,0.4645852554137944,0
19 10,19 10 driving,driving,19,0.6856706672836871,0.19227205561700833
19 10,19 10 walking,walking,19,0.49339861166667875,0
19 11,19 11 driving,driving,19,1.1017764841989022,0.37503611939442494
19 11,19 11 walking,walking,19,0.7267403648044772,0
19 12,19 12 driving,driving,19,1.0549671629426194,0.23080005889937527
19 12,19 12 walking,walking,19,0.8241671040432441,0
19 13,19 13 driving,driving,19,0.9285733611364427,0.17451287876266453
19 13,19 13 walking,walking,19,0.7540604823737782,0
19 14,19 14 driving,driving,19,1.056657480789933,0.17542539461574902
19 14,19 14 walking,walking,19,0.8812320861741839,0
19 15,19 15 driving,driving,19,0.8758918028228233,0.13997238402318257
19 15,19 15 walking,walking,19,0.7359194187996407,0
19 16,19 16 driving,driving,19,0.8456150116918227,0.1484652437092101
19 16,19 16 walking,walking,19,0.6971497679826126,0
19 17,19 17 driving,driving,19,1.077314740997302,0.5331290432644842
19 17,19 17 walking,walking,19,0.5441856977328179,0
19 18,19 18 driving,driving,19,0.7764337964290758,0.2943487976252215
19 18,19 18 walking,walking,19,0.48208499880385436,0
19 19,19 19 driving,driving,19,0.9159289918173766,0.2543802833300265
19 19,19 19 walking,walking,19,0.6615487084873501,0
19 20,19 20 driving,driving,19,0.7486058237644062,0.20992320088161365
19 20,19 20 walking,walking,19,0.5386826228827926,0
19 21,19 21 driving,driving,19,1.3267040948464546,0.5168944007844275
19 21,19 21 walking,walking,19,0.8098096940620271,0
19 22,19 22 driving,driving,19,0.8173025147789281,0.05074329966595004
19 22,19 22 walking,walking,19,0.7665592151129781,0
19 23,19 23 driving,driving,19,0.8634876546343904,0.11246223517450771
19 23,19 23 walking,walking,19,0.7510254194598827,0
19 24,19 24 driving,driving,19,1.7294538139633293,0.763208970991399
19 24,19 24 walking,walking,19,0.9662448429719304,0
19 25,19 25 driving,driving,19,0.9739493748150415,0.13141571954383402
19 25,19 25 walking,walking,19,0.8425336552712075,0
19 26,19 26 driving,driving,19,1.2870412110592317,0.3833171804807449
19 26,19 26 walking,walking,19,0.9037240305784868,0
19 27,19 27 driving,driving,19,0.8214041919350692,0.0737511288272249
19 27,19 27 walking,walking,19,0.7476530631078443,0
19 28,19 28 driving,driving,19,1.0104389540013943,0.44911374627903866
19 28,19 28 walking,walking,19,0.5613252077223556,0
19 29,19 29 driving,driving,19,1.3986851812966365,0.556428366225548
19 29,19 29 walking,walking,19,0.8422568150710885,0
19 30,19 30 driving,driving,19,1.2051694731203222,0.12792259202236123
19 30,19 30 walking,walking,19,1.077246881097961,0
19 31,19 31 driving,driving,19,1.199122145687197,0.20587193691106098
19 31,19 31 walking,walking,19,0.993250208776136,0
19 32,19 32 driving,driving,19,1.3964788791661904,0.33666807952698763
19 32,19 32 walking,walking,19,1.0598107996392028,0
